gene_symbol	chr
TAS2R13	12
TAS2R14	12
TAS2R16	7
TAS2R19	12
TAS2R20	12
TAS2R3	7
TAS2R30	12
TAS2R31	12
TAS2R38	7
TAS2R39	7
TAS2R4	7
TAS2R40	7
TAS2R41	7
TAS2R42	12
TAS2R43	12
TAS2R45	HSCHR12_2_CTG2
TAS2R46	12
TAS2R5	7
TAS2R50	12
TAS2R60	7
TAS2R7	12
TAS2R8	12
TAS2R9	12
TASP1	20
TAT	16
TAT-AS1	16
TATDN1	8
TATDN2	3
TATDN3	1
TAX1BP1	7
TAX1BP3	17
TBATA	10
TBC1D1	4
TBC1D10A	22
TBC1D10B	16
TBC1D10C	11
TBC1D12	10
TBC1D13	9
TBC1D14	4
TBC1D15	12
TBC1D16	17
TBC1D17	19
TBC1D19	4
TBC1D2	9
TBC1D20	20
TBC1D21	15
TBC1D22A	22
TBC1D22A-AS1	22
TBC1D22B	6
TBC1D23	3
TBC1D24	16
TBC1D25	X
TBC1D26	17
TBC1D28	17
TBC1D2B	15
TBC1D3	17
TBC1D30	12
TBC1D31	8
TBC1D32	6
TBC1D3B	17
TBC1D3C	17
TBC1D3D	17
TBC1D3E	17
TBC1D3F	17
TBC1D3G	17
TBC1D3H	17
TBC1D3I	17
TBC1D3K	17
TBC1D3L	17
TBC1D3P1-DHX40P1	17
TBC1D3P2	17
TBC1D3P5	17
TBC1D4	13
TBC1D5	3
TBC1D7	6
TBC1D8	2
TBC1D8-AS1	2
TBC1D8B	X
TBC1D9	4
TBC1D9B	5
TBCA	5
TBCB	19
TBCC	6
TBCCD1	3
TBCD	17
TBCE	1
TBCEL	11
TBCK	4
TBK1	12
TBKBP1	17
TBL1X	X
TBL1XR1	3
TBL1Y	Y
TBL2	7
TBL3	16
TBP	6
TBPL1	6
TBPL2	14
TBR1	2
TBRG1	11
TBRG4	7
TBX1	22
TBX10	11
TBX15	1
TBX18	6
TBX18-AS1	6
TBX19	1
TBX2	17
TBX2-AS1	17
TBX20	7
TBX21	17
TBX22	X
TBX3	12
TBX4	17
TBX5	12
TBX5-AS1	12
TBX6	16
TBXA2R	19
TBXAS1	7
TC2N	14
TCAF1	7
TCAF2	7
TCAF2P1	HG708_PATCH
TCAIM	3
TCAM1P	17
TCAP	17
TCEA1	8
TCEA2	20
TCEA3	1
TCEAL1	X
TCEAL2	X
TCEAL3	X
TCEAL4	X
TCEAL5	X
TCEAL6	X
TCEAL7	X
TCEAL8	X
TCEAL9	X
TCEANC	X
TCEANC2	1
TCERG1	5
TCERG1L	10
TCERG1L-AS1	10
TCF12	15
TCF15	20
TCF19	6
TCF20	HSCHR22_3_CTG1
TCF21	6
TCF23	2
TCF24	8
TCF25	16
TCF3	19
TCF4	18
TCF4-AS1	18
TCF7	5
TCF7L1	2
TCF7L1-IT1	2
TCF7L2	10
TCFL5	20
TCHH	1
TCHHL1	1
TCHP	12
TCIRG1	11
TCL1A	14
TCL1B	14
TCN1	11
TCN2	22
TCOF1	5
TCP1	6
TCP10L	21
TCP10L2	6
TCP11	6
TCP11L1	11
TCP11L2	12
TCP11X2	X
TCTA	3
TCTN1	12
TCTN2	12
TCTN3	10
TDG	12
TDH	8
TDO2	4
TDP1	14
TDP2	6
TDRD1	10
TDRD10	1
TDRD12	19
TDRD15	2
TDRD3	13
TDRD5	1
TDRD6	6
TDRD7	9
TDRD9	14
TDRG1	6
TDRKH	1
TDRKH-AS1	1
TDRP	8
TEAD1	11
TEAD2	19
TEAD3	6
TEAD4	12
TEC	4
TECPR1	7
TECPR2	14
TECR	19
TECRL	4
TECTA	11
TECTB	10
TEDDM1	1
TEF	22
TEFM	17
TEK	9
TEKT1	17
TEKT2	1
TEKT3	17
TEKT4	2
TEKT4P2	21
TEKT5	16
TELO2	16
TEN1	17
TEN1-CDK3	17
TENM1	X
TENM2	5
TENM3	4
TENM4	11
TEP1	14
TEPSIN	17
TERB1	16
TERB2	15
TERC	3
TERF1	8
TERF2	16
TERF2IP	16
TERT	5
TES	7
TESC	12
TESC-AS1	12
TESK1	9
TESK2	1
TESMIN	11
TESPA1	12
TET1	10
TET2	4
TET2-AS1	4
TET3	2
TEX10	9
TEX101	19
TEX11	X
TEX12	11
TEX13A	X
TEX13B	X
TEX13C	X
TEX14	17
TEX15	8
TEX19	17
TEX2	17
TEX21P	14
TEX22	14
TEX26	13
TEX26-AS1	13
TEX261	2
TEX264	3
TEX28	X
TEX29	13
TEX30	13
TEX35	1
TEX36	10
TEX36-AS1	10
TEX38	1
TEX41	2
TEX44	2
TEX46	1
TEX47	7
TEX48	9
TEX50	1
TEX51	2
TEX9	15
TF	3
TFAM	10
TFAMP1	7
TFAP2A	6
TFAP2A-AS2	6
TFAP2B	6
TFAP2C	20
TFAP2D	6
TFAP2E	1
TFAP4	16
TFB1M	6
TFB2M	1
TFCP2	12
TFCP2L1	2
TFDP1	13
TFDP2	3
TFDP3	X
TFE3	HSCHRX_3_CTG3
TFEB	6
TFEC	7
TFF1	21
TFF2	21
TFF3	21
TFG	3
TFIP11	22
TFPI	2
TFPI2	7
TFPT	19
TFR2	7
TFRC	3
TG	8
TGDS	13
TGFA	2
TGFA-IT1	2
TGFB1	19
TGFB1I1	16
TGFB2	1
TGFB2-AS1	1
TGFB2-OT1	1
TGFB3	14
TGFBI	5
TGFBR1	9
TGFBR2	3
TGFBR3	1
TGFBR3L	19
TGFBRAP1	2
TGIF1	18
TGIF2	20
TGIF2LX	X
TGIF2LY	Y
TGM1	14
TGM2	20
TGM3	20
TGM4	3
TGM5	15
TGM6	20
TGM7	15
TGOLN2	2
TGS1	8
TH	11
TH2LCRR	5
THADA	2
THAP1	8
THAP10	15
THAP11	16
THAP12	11
THAP2	12
THAP3	1
THAP4	2
THAP5	7
THAP6	4
THAP7	22
THAP7-AS1	22
THAP8	19
THAP9	4
THAP9-AS1	4
THBD	20
THBS1	15
THBS2	6
THBS3	1
THBS4	5
THCAT155	12
THEM4	1
THEM5	1
THEM6	8
THEMIS	6
THEMIS2	1
THG1L	5
THNSL1	10
THNSL2	2
THOC1	18
THOC2	X
THOC3	5
THOC5	22
THOC6	16
THOC7	3
THOC7-AS1	3
THOP1	19
THPO	3
THRA	17
THRAP3	1
THRB	3
THRB-AS1	3
THRIL	12
THRSP	11
THSD1	13
THSD4	15
THSD4-AS1	15
THSD7A	7
THSD7B	2
THTPA	14
THUMPD1	16
THUMPD2	2
THUMPD3	3
THUMPD3-AS1	3
THY1	11
THYN1	11
TIA1	2
TIAL1	10
TIAM1	21
TIAM2	6
TICAM1	19
TICAM2	5
TICRR	15
TIE1	1
TIFA	4
TIFAB	5
TIGAR	12
TIGD1	2
TIGD2	4
TIGD3	11
TIGD4	4
TIGD5	HSCHR8_3_CTG7
TIGD6	5
TIGD7	16
TIGIT	3
TIMD4	5
TIMELESS	12
TIMM10	11
TIMM10B	11
TIMM13	19
TIMM17A	1
TIMM17B	X
TIMM21	18
TIMM22	17
TIMM23	10
TIMM23B	10
TIMM29	19
TIMM44	19
TIMM50	19
TIMM8A	X
TIMM8B	11
TIMM9	14
TIMMDC1	3
TIMP1	X
TIMP2	17
TIMP3	22
TIMP4	3
TINAG	6
TINAGL1	1
TINCR	19
TINF2	14
TIPARP	3
TIPIN	15
TIPRL	1
TIRAP	11
TJAP1	6
TJP1	15
TJP2	9
TJP3	19
TK1	17
TK2	16
TKFC	11
TKT	3
TKTL1	X
TKTL2	4
TLCD1	17
TLCD2	17
TLDC2	20
TLE1	9
TLE2	19
TLE3	15
TLE4	9
TLE6	19
TLK1	2
TLK2	17
TLL1	4
TLL2	10
TLN1	9
TLN2	15
TLNRD1	15
TLR1	4
TLR10	4
TLR2	4
TLR3	4
TLR4	9
TLR5	1
TLR6	4
TLR7	X
TLR8	X
TLR8-AS1	X
TLR9	3
TLX1	10
TLX1NB	10
TLX2	2
TLX3	5
TM2D1	1
TM2D2	8
TM2D3	15
TM4SF1	3
TM4SF1-AS1	3
TM4SF18	3
TM4SF19	3
TM4SF19-AS1	3
TM4SF20	2
TM4SF4	3
TM4SF5	17
TM6SF1	15
TM6SF2	19
TM7SF2	11
TM7SF3	12
TM9SF1	14
TM9SF2	13
TM9SF3	10
TM9SF4	20
TMA16	4
TMA7	3
TMBIM1	2
TMBIM4	12
TMBIM6	12
TMBIM7P	7
TMC1	9
TMC2	20
TMC3	15
TMC4	19
TMC5	16
TMC6	17
TMC7	16
TMC8	17
TMCC1	3
TMCC2	1
TMCC3	12
TMCO1	1
TMCO2	1
TMCO4	1
TMCO5A	15
TMCO5B	15
TMCO6	5
TMED1	19
TMED10	14
TMED10P1	8
TMED11P	4
TMED2	12
TMED3	15
TMED4	7
TMED5	1
TMED6	16
TMED7	5
TMED7-TICAM2	5
TMED8	14
TMED9	5
TMEFF1	9
TMEFF2	2
TMEM100	17
TMEM101	17
TMEM102	17
TMEM105	17
TMEM106A	17
TMEM106B	7
TMEM106C	12
TMEM107	17
TMEM108	3
TMEM108-AS1	3
TMEM109	11
TMEM11	17
TMEM114	16
TMEM115	3
TMEM116	12
TMEM117	12
TMEM119	12
TMEM120A	7
TMEM120B	12
TMEM121	14
TMEM123	11
TMEM125	1
TMEM126A	11
TMEM126B	11
TMEM127	2
TMEM128	4
TMEM129	4
TMEM130	7
TMEM131	2
TMEM131L	4
TMEM132A	11
TMEM132B	12
TMEM132C	12
TMEM132D	12
TMEM132D-AS1	12
TMEM132D-AS2	12
TMEM132E	17
TMEM134	11
TMEM135	11
TMEM138	11
TMEM139	7
TMEM140	7
TMEM141	9
TMEM143	19
TMEM144	4
TMEM145	19
TMEM147	19
TMEM147-AS1	19
TMEM14A	6
TMEM14B	6
TMEM14C	6
TMEM14EP	3
TMEM150A	2
TMEM150B	19
TMEM150C	4
TMEM151A	11
TMEM151B	6
TMEM154	4
TMEM156	4
TMEM158	3
TMEM160	19
TMEM161A	19
TMEM161B	5
TMEM163	2
TMEM164	X
TMEM165	4
TMEM167A	5
TMEM167B	1
TMEM168	7
TMEM169	2
TMEM17	2
TMEM170A	16
TMEM170B	6
TMEM171	5
TMEM174	5
TMEM175	4
TMEM176A	7
TMEM176B	7
TMEM177	2
TMEM178A	2
TMEM178B	7
TMEM179	14
TMEM179B	11
TMEM18	2
TMEM181	6
TMEM182	2
TMEM183A	1
TMEM184A	7
TMEM184B	22
TMEM184C	4
TMEM185A	X
TMEM185B	2
TMEM186	16
TMEM187	X
TMEM19	12
TMEM190	19
TMEM191A	22
TMEM191B	22
TMEM191C	22
TMEM192	4
TMEM196	7
TMEM198	2
TMEM198B	12
TMEM200A	6
TMEM200B	1
TMEM200C	18
TMEM201	1
TMEM202	15
TMEM202-AS1	15
TMEM203	9
TMEM204	16
TMEM205	19
TMEM207	3
TMEM208	16
TMEM209	7
TMEM210	9
TMEM212	3
TMEM212-AS1	3
TMEM213	7
TMEM214	2
TMEM215	9
TMEM216	11
TMEM217	6
TMEM218	11
TMEM219	16
TMEM220	17
TMEM220-AS1	17
TMEM221	19
TMEM222	1
TMEM223	11
TMEM225	11
TMEM225B	7
TMEM229A	7
TMEM229B	14
TMEM230	20
TMEM231	16
TMEM232	5
TMEM233	12
TMEM234	1
TMEM235	17
TMEM236	10
TMEM237	2
TMEM238	19
TMEM239	20
TMEM240	1
TMEM242	6
TMEM243	7
TMEM244	6
TMEM245	9
TMEM246-AS1	9
TMEM247	2
TMEM248	7
TMEM25	11
TMEM250	9
TMEM252	9
TMEM253	14
TMEM254	10
TMEM254-AS1	10
TMEM255A	X
TMEM255B	13
TMEM256	17
TMEM256-PLSCR3	HG2046_PATCH
TMEM258	11
TMEM259	19
TMEM26	10
TMEM26-AS1	10
TMEM260	14
TMEM263	12
TMEM265	16
TMEM266	15
TMEM267	5
TMEM268	9
TMEM269	1
TMEM270	7
TMEM30CP	3
TMEM31	X
TMEM33	4
TMEM35A	X
TMEM35B	1
TMEM37	2
TMEM38A	19
TMEM38B	9
TMEM39A	3
TMEM39B	1
TMEM40	3
TMEM41A	3
TMEM41B	11
TMEM42	3
TMEM43	3
TMEM44	3
TMEM44-AS1	3
TMEM45A	3
TMEM45B	11
TMEM47	X
TMEM50A	1
TMEM50B	21
TMEM51	1
TMEM51-AS1	1
TMEM52	1
TMEM52B	12
TMEM53	1
TMEM54	1
TMEM59	1
TMEM59L	19
TMEM60	7
TMEM61	1
TMEM62	15
TMEM63A	1
TMEM63B	6
TMEM63C	14
TMEM64	8
TMEM65	8
TMEM67	8
TMEM68	8
TMEM69	1
TMEM70	8
TMEM71	8
TMEM72	10
TMEM72-AS1	10
TMEM74	8
TMEM74B	20
TMEM79	1
TMEM80	11
TMEM81	1
TMEM82	1
TMEM86A	11
TMEM86B	19
TMEM87A	15
TMEM87B	2
TMEM88	17
TMEM89	3
TMEM8B	9
TMEM9	1
TMEM91	19
TMEM92	17
TMEM92-AS1	17
TMEM94	17
TMEM95	17
TMEM97	17
TMEM98	17
TMEM9B	11
TMEM9B-AS1	11
TMF1	3
TMIE	3
TMIGD1	17
TMIGD2	19
TMIGD3	1
TMLHE	X
TMLHE-AS1	X
TMOD1	9
TMOD2	15
TMOD3	15
TMOD4	1
TMPO	12
TMPO-AS1	12
TMPPE	3
TMPRSS11A	4
TMPRSS11B	4
TMPRSS11BNL	4
TMPRSS11D	4
TMPRSS11E	4
TMPRSS11F	4
TMPRSS11GP	4
TMPRSS12	12
TMPRSS13	11
TMPRSS15	21
TMPRSS2	21
TMPRSS3	21
TMPRSS4	11
TMPRSS5	11
TMPRSS6	22
TMPRSS7	3
TMPRSS9	19
TMSB10	2
TMSB15A	X
TMSB15B	X
TMSB4X	X
TMSB4Y	Y
TMTC1	12
TMTC2	12
TMTC3	12
TMTC4	13
TMUB1	7
TMUB2	17
TMX1	14
TMX2	11
TMX2-CTNND1	11
TMX3	18
TMX4	20
TNC	9
TNF	HSCHR6_MHC_QBL_CTG1
TNFAIP1	17
TNFAIP2	14
TNFAIP3	6
TNFAIP6	2
TNFAIP8	5
TNFAIP8L1	19
TNFAIP8L2	1
TNFAIP8L3	15
TNFRSF10A	8
TNFRSF10B	8
TNFRSF10C	8
TNFRSF10D	8
TNFRSF11A	18
TNFRSF11B	8
TNFRSF12A	16
TNFRSF13B	17
TNFRSF13C	22
TNFRSF14	1
TNFRSF14-AS1	1
TNFRSF17	16
TNFRSF18	1
TNFRSF19	13
TNFRSF1A	12
TNFRSF1B	1
TNFRSF21	6
TNFRSF25	1
TNFRSF4	1
TNFRSF6B	20
TNFRSF8	1
TNFRSF9	1
TNFSF10	3
TNFSF11	13
TNFSF12	17
TNFSF12-TNFSF13	17
TNFSF13	17
TNFSF13B	13
TNFSF14	19
TNFSF15	9
TNFSF18	1
TNFSF4	1
TNFSF8	9
TNFSF9	19
TNIK	3
TNIP1	5
TNIP2	4
TNIP3	4
TNK1	17
TNK2	3
TNK2-AS1	3
TNKS	8
TNKS2	10
TNMD	X
TNN	1
TNNC1	3
TNNC2	20
TNNI1	1
TNNI2	11
TNNI3	19
TNNI3K	1
TNNT1	19
TNNT2	1
TNNT3	11
TNP1	2
TNP2	16
TNPO1	5
TNPO2	19
TNPO3	7
TNR	1
TNRC18	7
TNRC18P1	4
TNRC6A	16
TNRC6B	22
TNRC6C	17
TNS1	2
TNS2	12
TNS3	7
TNS4	17
TNXA	HSCHR6_MHC_SSTO_CTG1
TNXB	HSCHR6_MHC_MCF_CTG1
TOB1	17
TOB1-AS1	17
TOB2	22
TOB2P1	6
TOE1	1
TOGARAM1	14
TOGARAM2	2
TOLLIP	11
TOM1	22
TOM1L1	17
TOM1L2	17
TOMM20	1
TOMM20L	14
TOMM22	22
TOMM34	20
TOMM40	19
TOMM40L	1
TOMM5	9
TOMM6	6
TOMM7	7
TOMM70	3
TONSL	8
TONSL-AS1	8
TOP1	20
TOP1MT	8
TOP1P1	1
TOP2A	17
TOP2B	3
TOP3A	17
TOP3B	22
TOPAZ1	3
TOPBP1	3
TOPORS	9
TOR1A	9
TOR1AIP1	1
TOR1AIP2	1
TOR1B	9
TOR2A	9
TOR3A	1
TOR4A	9
TOX	8
TOX2	20
TOX3	16
TOX4	14
TP53	17
TP53AIP1	11
TP53BP1	15
TP53BP2	1
TP53I11	11
TP53I13	17
TP53I3	2
TP53INP1	8
TP53INP2	20
TP53RK	20
TP53TG1	7
TP53TG3	16
TP53TG3B	16
TP53TG3C	16
TP53TG3D	16
TP53TG3E	16
TP53TG3F	16
TP53TG3HP	16
TP53TG5	20
TP63	3
TP73	1
TPBG	6
TPBGL	11
TPCN1	12
TPCN2	11
TPD52	8
TPD52L1	6
TPD52L2	20
TPD52L3	9
TPGS1	19
TPGS2	18
TPH1	11
TPH2	12
TPI1	12
TPI1P2	7
TPI1P3	6
TPK1	7
TPM1	15
TPM2	9
TPM3	1
TPM3P9	19
TPM4	19
TPMT	6
TPO	2
TPP1	11
TPP2	13
TPPP	5
TPPP2	14
TPPP3	16
TPR	1
TPRA1	3
TPRG1	3
TPRG1-AS1	3
TPRG1-AS2	3
TPRG1L	1
TPRKB	2
TPRN	9
TPRX1	19
TPRXL	3
TPSAB1	16
TPSB2	16
TPSD1	16
TPSG1	16
TPST1	7
TPST2	22
TPT1	13
TPT1-AS1	13
TPTE	21
TPTE2	13
TPTE2P1	13
TPTE2P3	13
TPTE2P5	13
TPTE2P6	13
TPTEP1	22
TPX2	20
TRA2A	7
TRA2B	3
TRABD	22
TRABD2A	2
TRABD2B	1
TRADD	16
TRAF1	9
TRAF2	9
TRAF3	14
TRAF3IP2	6
TRAF3IP2-AS1	6
TRAF3IP3	1
TRAF4	17
TRAF5	1
TRAF6	11
TRAF7	16
TRAFD1	12
TRAIP	3
TRAK1	3
TRAK2	2
TRAM1	8
TRAM1L1	4
TRAM2	6
TRAM2-AS1	6
TRANK1	3
TRAP1	16
TRAPPC1	17
TRAPPC10	21
TRAPPC11	4
TRAPPC12	2
TRAPPC13	5
TRAPPC2	X
TRAPPC2B	19
TRAPPC2L	16
TRAPPC3	1
TRAPPC3L	6
TRAPPC4	11
TRAPPC5	19
TRAPPC6A	19
TRAPPC6B	14
TRAPPC8	18
TRAPPC9	8
TRAT1	3
TRDMT1	10
TRDN	6
TREH	11
TREM1	6
TREM2	6
TREML1	6
TREML2	6
TREML3P	6
TREML4	6
TREML5P	6
TRERF1	6
TRERNA1	20
TREX1	3
TREX2	X
TRG-AS1	7
TRH	3
TRHDE	12
TRHDE-AS1	12
TRHR	8
TRIAP1	12
TRIB1	8
TRIB2	2
TRIB3	20
TRIL	7
TRIM10	HSCHR6_MHC_MANN_CTG1
TRIM11	1
TRIM13	13
TRIM14	9
TRIM15	HSCHR6_MHC_MANN_CTG1
TRIM16	17
TRIM16L	17
TRIM17	1
TRIM2	4
TRIM21	11
TRIM22	11
TRIM23	5
TRIM24	7
TRIM25	17
TRIM26	6
TRIM27	6
TRIM28	19
TRIM29	11
TRIM3	11
TRIM31	6
TRIM31-AS1	HSCHR6_MHC_QBL_CTG1
TRIM32	9
TRIM33	1
TRIM34	11
TRIM35	8
TRIM36	5
TRIM37	17
TRIM38	6
TRIM39	6
TRIM39-RPP21	6
TRIM4	7
TRIM40	6
TRIM41	5
TRIM42	3
TRIM43	2
TRIM43B	2
TRIM44	11
TRIM45	1
TRIM46	1
TRIM47	17
TRIM48	11
TRIM49	11
TRIM49B	11
TRIM49C	11
TRIM49D1	11
TRIM49D2	11
TRIM5	11
TRIM50	7
TRIM51	11
TRIM51EP	11
TRIM51HP	11
TRIM52	5
TRIM52-AS1	5
TRIM53AP	11
TRIM54	2
TRIM55	8
TRIM56	7
TRIM58	1
TRIM59	3
TRIM6	11
TRIM6-TRIM34	11
TRIM60	4
TRIM61	4
TRIM62	1
TRIM63	1
TRIM64	11
TRIM64B	11
TRIM64C	11
TRIM65	17
TRIM66	11
TRIM67	1
TRIM68	11
TRIM69	15
TRIM7	5
TRIM71	3
TRIM72	16
TRIM73	7
TRIM74	7
TRIM77	11
TRIM8	10
TRIM9	14
TRIML1	4
TRIML2	4
TRIO	5
TRIOBP	22
TRIP10	19
TRIP11	14
TRIP12	2
TRIP13	5
TRIP4	15
TRIP6	7
TRIQK	8
TRIR	19
TRIT1	1
TRMO	9
TRMT1	19
TRMT10A	4
TRMT10B	9
TRMT10C	3
TRMT11	6
TRMT112	11
TRMT13	1
TRMT1L	1
TRMT2A	22
TRMT2B	X
TRMT44	4
TRMT5	14
TRMT6	20
TRMT61A	14
TRMT61B	2
TRMU	22
TRNAU1AP	1
TRNP1	1
TRNT1	3
TRO	X
TROAP	12
TRPA1	8
TRPC1	3
TRPC2	11
TRPC3	4
TRPC4	13
TRPC4AP	20
TRPC5	X
TRPC5OS	X
TRPC6	11
TRPC7	5
TRPC7-AS2	5
TRPM1	15
TRPM2	21
TRPM2-AS	21
TRPM3	9
TRPM4	19
TRPM5	11
TRPM6	9
TRPM7	15
TRPM8	2
TRPS1	8
TRPT1	11
TRPV1	17
TRPV2	17
TRPV3	17
TRPV4	12
TRPV5	7
TRPV6	7
TRRAP	7
TRUB1	10
TRUB2	9
TSACC	1
TSC1	9
TSC2	16
TSC22D1	13
TSC22D1-AS1	13
TSC22D2	3
TSC22D3	X
TSC22D4	7
TSEN15	1
TSEN2	3
TSEN34	19
TSEN54	17
TSFM	12
TSG101	11
TSGA10	2
TSGA10IP	11
TSGA13	7
TSHB	1
TSHR	14
TSHZ1	18
TSHZ2	20
TSHZ3	19
TSIX	X
TSKS	19
TSKU	11
TSLP	5
TSN	2
TSNARE1	8
TSNAX	1
TSNAX-DISC1	1
TSNAXIP1	16
TSPAN1	1
TSPAN10	17
TSPAN11	12
TSPAN12	7
TSPAN13	7
TSPAN14	10
TSPAN15	10
TSPAN16	19
TSPAN17	5
TSPAN18	11
TSPAN19	12
TSPAN2	1
TSPAN3	15
TSPAN31	12
TSPAN32	11
TSPAN33	7
TSPAN4	11
TSPAN5	4
TSPAN6	X
TSPAN7	X
TSPAN8	12
TSPAN9	12
TSPEAR	21
TSPEAR-AS1	21
TSPO	22
TSPO2	6
TSPOAP1	17
TSPOAP1-AS1	17
TSPY1	Y
TSPY10	Y
TSPY2	Y
TSPY3	Y
TSPY4	Y
TSPY8	Y
TSPYL1	6
TSPYL2	X
TSPYL4	6
TSPYL5	8
TSPYL6	2
TSR1	17
TSR2	X
TSR3	16
TSSC2	11
TSSC4	11
TSSK1B	5
TSSK2	22
TSSK3	1
TSSK4	14
TSSK6	19
TST	22
TSTD1	1
TSTD2	9
TSTD3	6
TTBK1	6
TTBK2	15
TTC1	5
TTC12	11
TTC13	1
TTC14	3
TTC16	9
TTC17	11
TTC19	17
TTC21A	3
TTC21B	2
TTC21B-AS1	2
TTC22	1
TTC23	15
TTC23L	5
TTC24	1
TTC27	2
TTC28	22
TTC28-AS1	22
TTC29	4
TTC3	21
TTC3-AS1	21
TTC31	2
TTC32	2
TTC33	5
TTC34	1
TTC36	11
TTC38	22
TTC39A	1
TTC39A-AS1	1
TTC39B	9
TTC39C	18
TTC39C-AS1	18
TTC3P1	X
TTC4	1
TTC41P	12
TTC5	14
TTC6	14
TTC7A	2
TTC7B	14
TTC8	14
TTC9	14
TTC9B	19
TTC9C	11
TTF1	9
TTF2	1
TTI1	20
TTI2	8
TTK	6
TTL	2
TTLL1	22
TTLL10	1
TTLL11	9
TTLL12	22
TTLL2	6
TTLL3	3
TTLL4	2
TTLL5	14
TTLL6	17
TTLL7	1
TTLL8	22
TTLL9	20
TTN	2
TTN-AS1	2
TTPA	8
TTPAL	20
TTR	18
TTTY1	Y
TTTY10	Y
TTTY11	Y
TTTY12	Y
TTTY13	Y
TTTY14	Y
TTTY16	Y
TTTY17A	Y
TTTY17B	Y
TTTY17C	Y
TTTY18	Y
TTTY19	Y
TTTY1B	Y
TTTY2	Y
TTTY20	Y
TTTY22	Y
TTTY23	Y
TTTY23B	Y
TTTY2B	Y
TTTY3	Y
TTTY3B	Y
TTTY4	Y
TTTY4B	Y
TTTY4C	Y
TTTY5	Y
TTTY6	Y
TTTY6B	Y
TTTY7	Y
TTTY7B	Y
TTTY8	Y
TTTY8B	Y
TTTY9A	Y
TTTY9B	Y
TTYH1	19
TTYH2	17
TTYH3	7
TUB	11
TUB-AS1	11
TUBA1A	12
TUBA1B	12
TUBA1C	12
TUBA3C	13
TUBA3D	2
TUBA3E	2
TUBA3FP	22
TUBA4A	2
TUBA4B	2
TUBA8	22
TUBAL3	10
TUBB	6
TUBB1	20
TUBB2A	6
TUBB2B	6
TUBB3	16
TUBB4A	19
TUBB4B	9
TUBB6	18
TUBB8	10
TUBBP5	9
TUBD1	17
TUBE1	6
TUBG1	17
TUBG2	17
TUBGCP2	10
TUBGCP3	13
TUBGCP4	15
TUBGCP5	15
TUBGCP6	22
TUFM	16
TUFT1	1
TUG1	22
TULP1	6
TULP2	19
TULP3	12
TULP4	6
TUNAR	14
TUSC1	9
TUSC2	3
TUSC3	8
TUSC7	3
TUSC8	13
TUT1	11
TVP23A	16
TVP23B	17
TVP23C	17
TVP23C-CDRT4	17
TWF1	12
TWF2	3
TWIST1	7
TWIST2	2
TWNK	10
TWSG1	18
TXK	4
TXLNA	1
TXLNB	6
TXLNG	X
TXLNGY	Y
TXN	9
TXN2	22
TXNDC11	16
TXNDC12	1
TXNDC12-AS1	1
TXNDC15	5
TXNDC16	14
TXNDC17	17
TXNDC2	18
TXNDC5	6
TXNDC8	9
TXNDC9	2
TXNIP	1
TXNL1	18
TXNL4A	18
TXNL4B	16
TXNRD1	12
TXNRD2	22
TXNRD3	3
TYK2	19
TYMP	22
TYMS	18
TYMSOS	18
TYR	11
TYRO3	15
TYRO3P	15
TYROBP	19
TYRP1	9
TYSND1	10
TYW1	7
TYW1B	7
TYW3	1
TYW5	2
U2AF1	21
U2AF1L4	19
U2AF2	19
U2SURP	3
UACA	15
UAP1	1
UAP1L1	9
UBA1	X
UBA2	19
UBA3	3
UBA5	3
UBA52	19
UBA6	4
UBA7	3
UBAC1	9
UBAC2	13
UBAC2-AS1	13
UBALD1	16
UBALD2	17
UBAP1	9
UBAP1L	15
UBAP2	9
UBAP2L	1
UBASH3A	21
UBASH3B	11
UBB	17
UBBP4	17
UBC	12
UBD	6
UBE2A	X
UBE2B	5
UBE2C	20
UBE2CP5	19
UBE2D1	10
UBE2D2	5
UBE2D3	4
UBE2D4	7
UBE2DNL	X
UBE2E1	3
UBE2E1-AS1	3
UBE2E2	3
UBE2E3	2
UBE2E4P	X
UBE2F	2
UBE2F-SCLY	2
UBE2G1	17
UBE2G2	21
UBE2H	7
UBE2I	16
UBE2J1	6
UBE2J2	1
UBE2K	4
UBE2L3	22
UBE2L6	11
UBE2M	19
UBE2MP1	16
UBE2N	12
UBE2NL	HSCHRX_2_CTG14
UBE2O	17
UBE2Q1	1
UBE2Q1-AS1	1
UBE2Q2	15
UBE2Q2P1	15
UBE2Q2P2	15
UBE2QL1	5
UBE2R2	9
UBE2S	19
UBE2T	1
UBE2U	1
UBE2V1	20
UBE2V2	8
UBE2W	8
UBE2Z	17
UBE3A	15
UBE3B	12
UBE3C	7
UBE3D	6
UBE4A	11
UBE4B	1
UBFD1	16
UBIAD1	1
UBL3	13
UBL4A	X
UBL4B	1
UBL5	19
UBL7	15
UBLCP1	5
UBN1	16
UBN2	7
UBOX5	20
UBOX5-AS1	20
UBP1	3
UBQLN1	9
UBQLN2	X
UBQLN3	11
UBQLN4	1
UBQLNL	11
UBR1	15
UBR2	6
UBR3	2
UBR4	1
UBR5	8
UBR7	14
UBTD1	10
UBTD2	5
UBTF	17
UBTFL1	11
UBXN1	11
UBXN10	1
UBXN11	1
UBXN2A	2
UBXN2B	8
UBXN4	2
UBXN6	19
UBXN7	3
UBXN7-AS1	3
UBXN8	8
UCHL1	4
UCHL3	13
UCHL5	1
